year,state,candidate,party_simplified,candidatevotes,rank
2008,IOWA,"BARR, BOB",LIBERTARIAN,4590,5.0
2008,IOWA,"BALDWIN, CHARLES """"CHUCK""""",OTHER,4445,6.0
2008,IOWA,"MCKINNEY, CYNTHIA",OTHER,1423,7.0
2008,IOWA,"HARRIS, JAMES",OTHER,292,8.0
2008,IOWA,"MOORE, BRIAN",OTHER,182,9.0
2008,IOWA,"LA RIVA, GLORIA ESTELLA",OTHER,121,10.0
2012,IOWA,"OBAMA, BARACK H.",DEMOCRAT,822544,1.0
2012,IOWA,"ROMNEY, MITT",REPUBLICAN,730617,2.0
2012,IOWA,"JOHNSON, GARY",LIBERTARIAN,12926,3.0
2012,IOWA,,OTHER,7442,4.0
2012,IOWA,"STEIN, JILL",OTHER,3769,5.0
2012,IOWA,"GOODE, VIRGIL HAMLIN, JR.",OTHER,3038,6.0
2012,IOWA,,OTHER,1027,7.0
2012,IOWA,"HARRIS, JAMES",OTHER,445,8.0
2012,IOWA,"LA RIVA, GLORIA ESTELLA",OTHER,372,9.0
2016,IOWA,"TRUMP, DONALD J.",REPUBLICAN,800983,1.0
2016,IOWA,"CLINTON, HILLARY",DEMOCRAT,653669,2.0
2016,IOWA,"JOHNSON, GARY",LIBERTARIAN,59186,3.0
2016,IOWA,,OTHER,17746,4.0
2016,IOWA,"MCMULLIN, EVAN",OTHER,12366,5.0
2016,IOWA,"STEIN, JILL",OTHER,11479,6.0
2016,IOWA,"CASTLE, DARRELL L.",OTHER,5335,7.0
2016,IOWA,"KAHN, LYNN S.",OTHER,2247,8.0
2016,IOWA,"VACEK, DAN",OTHER,2246,9.0
2016,IOWA,"LA RIVA, GLORIA ESTELLA",OTHER,323,10.0
2020,IOWA,"TRUMP, DONALD J.",REPUBLICAN,897672,1.0
2020,IOWA,"BIDEN, JOSEPH R. JR",DEMOCRAT,759061,2.0
2020,IOWA,"JORGENSEN, JO",LIBERTARIAN,19637,3.0
2020,IOWA,UNDERVOTES,OTHER,6614,4.0
2020,IOWA,,OTHER,4337,5.0
2020,IOWA,"WEST, KANYE",OTHER,3210,6.0
2020,IOWA,"HAWKINS, HOWIE",OTHER,3075,7.0
2020,IOWA,OVERVOTES,OTHER,2645,8.0
2020,IOWA,"BLANKENSHIP, DON",OTHER,1707,9.0
2020,IOWA,"DE LA FUENTE, ROQUE """"ROCKY""""",OTHER,1082,10.0
2020,IOWA,"KING, RICKI SUE",OTHER,546,11.0
2020,IOWA,"PIERCE, BROCK",OTHER,544,12.0
1976,KANSAS,"FORD, GERALD",REPUBLICAN,502752,1.0
1976,KANSAS,"CARTER, JIMMY",DEMOCRAT,430421,2.0
1976,KANSAS,"MCCARTHY, EUGENE """"GENE""""",OTHER,13185,3.0
1976,KANSAS,"ANDERSON, THOMAS J.",OTHER,4724,4.0
1976,KANSAS,"MACBRIDE, ROGER",OTHER,3242,5.0
1976,KANSAS,"MADDOX, LESTER",OTHER,2118,6.0
1976,KANSAS,"BUBAR, BENJAMIN """"BEN""""",OTHER,1403,7.0
1980,KANSAS,"REAGAN, RONALD",REPUBLICAN,566812,1.0
1980,KANSAS,"CARTER, JIMMY",DEMOCRAT,326150,2.0
1980,KANSAS,"ANDERSON, JOHN B.",OTHER,68231,3.0
1980,KANSAS,"CLARK, EDWARD """"ED""""",LIBERTARIAN,14470,4.0
1980,KANSAS,"SHELTON, FRANK, JR.",OTHER,1555,5.0
1980,KANSAS,"HALL, GUS",OTHER,967,6.0
1980,KANSAS,"BUBAR, BENJAMIN """"BEN""""",OTHER,821,7.0
1980,KANSAS,"RARICK, JOHN",OTHER,789,8.0
1984,KANSAS,"REAGAN, RONALD",REPUBLICAN,677296,1.0
1984,KANSAS,"MONDALE, WALTER",DEMOCRAT,333149,2.0
1984,KANSAS,"RICHARDS, BOB",OTHER,3564,3.0
1984,KANSAS,"BERGLAND, DAVID",LIBERTARIAN,3329,4.0
1984,KANSAS,"SERRETTE, DENNIS",OTHER,2544,5.0
1984,KANSAS,"DODGE, EARL",OTHER,2109,6.0
1988,KANSAS,"BUSH, GEORGE H.W.",REPUBLICAN,554049,1.0
1988,KANSAS,"DUKAKIS, MICHAEL",DEMOCRAT,422636,2.0
1988,KANSAS,,OTHER,16359,3.0
1992,KANSAS,"BUSH, GEORGE H.W.",REPUBLICAN,449951,1.0
1992,KANSAS,"CLINTON, BILL",DEMOCRAT,390434,2.0
1992,KANSAS,"PEROT, ROSS",OTHER,312358,3.0
1992,KANSAS,"MARROU, ANDRE",LIBERTARIAN,4314,4.0
1992,KANSAS,,OTHER,179,5.0
1996,KANSAS,"DOLE, ROBERT",REPUBLICAN,583245,1.0
1996,KANSAS,"CLINTON, BILL",DEMOCRAT,387659,2.0
1996,KANSAS,"PEROT, ROSS",OTHER,92639,3.0
1996,KANSAS,,OTHER,5174,4.0
1996,KANSAS,"BROWNE, HARRY",LIBERTARIAN,4557,5.0
1996,KANSAS,,OTHER,1026,6.0
2000,KANSAS,"BUSH, GEORGE W.",REPUBLICAN,622332,1.0
2000,KANSAS,"GORE, AL",DEMOCRAT,399276,2.0
2000,KANSAS,,OTHER,37459,3.0
2000,KANSAS,"BUCHANAN, PATRICK """"PAT""""",OTHER,7370,4.0
2000,KANSAS,"BROWNE, HARRY",LIBERTARIAN,4525,5.0
2000,KANSAS,"PHILLIPS, HOWARD",OTHER,1254,6.0
2004,KANSAS,"BUSH, GEORGE W.",REPUBLICAN,736456,1.0
2004,KANSAS,"KERRY, JOHN",DEMOCRAT,434993,2.0
2004,KANSAS,"NADER, RALPH",OTHER,9348,3.0
2004,KANSAS,"BADNARIK, MICHAEL",LIBERTARIAN,4013,4.0
2004,KANSAS,"PEROUTKA, MICHAEL",OTHER,2899,5.0
2004,KANSAS,OTHER,OTHER,47,6.0
2008,KANSAS,"MCCAIN, JOHN",REPUBLICAN,699655,1.0
2008,KANSAS,"OBAMA, BARACK H.",DEMOCRAT,514765,2.0
2008,KANSAS,"NADER, RALPH",OTHER,10598,3.0
2008,KANSAS,"BARR, BOB",LIBERTARIAN,6706,4.0
2008,KANSAS,"BALDWIN, CHARLES """"CHUCK""""",OTHER,4148,5.0
2012,KANSAS,"ROMNEY, MITT",REPUBLICAN,692634,1.0
2012,KANSAS,"OBAMA, BARACK H.",DEMOCRAT,440726,2.0
2012,KANSAS,"JOHNSON, GARY",LIBERTARIAN,20456,3.0
2012,KANSAS,"BALDWIN, CHARLES """"CHUCK""""",OTHER,5017,4.0
2012,KANSAS,,OTHER,1138,5.0
2016,KANSAS,"TRUMP, DONALD J.",REPUBLICAN,671018,1.0
2016,KANSAS,"CLINTON, HILLARY",DEMOCRAT,427005,2.0
2016,KANSAS,"JOHNSON, GARY",LIBERTARIAN,55406,3.0
2016,KANSAS,"STEIN, JILL",OTHER,23506,4.0
2016,KANSAS,,OTHER,7467,5.0
2020,KANSAS,"TRUMP, DONALD J.",REPUBLICAN,771406,1.0
2020,KANSAS,"BIDEN, JOSEPH R. JR",DEMOCRAT,570323,2.0
2020,KANSAS,"JORGENSEN, JO",LIBERTARIAN,30574,3.0
1976,KENTUCKY,"CARTER, JIMMY",DEMOCRAT,615717,1.0
1976,KENTUCKY,"FORD, GERALD",REPUBLICAN,531852,2.0
1976,KENTUCKY,"ANDERSON, THOMAS J.",OTHER,8308,3.0
1976,KENTUCKY,"MCCARTHY, EUGENE """"GENE""""",OTHER,6837,4.0
1976,KENTUCKY,"MADDOX, LESTER",OTHER,2328,5.0
1976,KENTUCKY,"MACBRIDE, ROGER",LIBERTARIAN,814,6.0
1976,KENTUCKY,"LAROUCHE, LYNDON, JR.",OTHER,510,7.0
1976,KENTUCKY,"HALL, GUS",OTHER,426,8.0
1976,KENTUCKY,"CAMEJO, PETER",OTHER,350,9.0
1980,KENTUCKY,"REAGAN, RONALD",REPUBLICAN,635274,1.0
1980,KENTUCKY,"CARTER, JIMMY",DEMOCRAT,617417,2.0
1980,KENTUCKY,"ANDERSON, JOHN B.",OTHER,31127,3.0
1980,KENTUCKY,"CLARK, EDWARD """"ED""""",LIBERTARIAN,5531,4.0
1980,KENTUCKY,"MCCORMACK, ELLEN",OTHER,4233,5.0
1980,KENTUCKY,"COMMONER, BARRY",OTHER,1304,6.0
1980,KENTUCKY,"PULLEY, ANDREW",OTHER,393,7.0
1980,KENTUCKY,"HALL, GUS",OTHER,348,8.0
1984,KENTUCKY,"REAGAN, RONALD",REPUBLICAN,821702,1.0
1984,KENTUCKY,"MONDALE, WALTER",DEMOCRAT,539539,2.0
1984,KENTUCKY,"MASON, MELVIN",OTHER,3129,3.0
1984,KENTUCKY,"LAROUCHE, LYNDON, JR.",OTHER,1776,4.0
1984,KENTUCKY,"ANDERSON, JOHN B.",OTHER,1479,5.0
1984,KENTUCKY,"JOHNSON, SONIA",OTHER,599,6.0
1984,KENTUCKY,"DENNIS, DELMAR",OTHER,428,7.0
1984,KENTUCKY,"SERRETTE, DENNIS",OTHER,365,8.0
1984,KENTUCKY,"HALL, GUS",OTHER,328,9.0
1988,KENTUCKY,"BUSH, GEORGE H.W.",REPUBLICAN,734281,1.0
1988,KENTUCKY,"DUKAKIS, MICHAEL",DEMOCRAT,580368,2.0
1988,KENTUCKY,"DUKE, DAVID",OTHER,4494,3.0
1988,KENTUCKY,"PAUL, RONALD """"RON""""",LIBERTARIAN,2118,4.0
1988,KENTUCKY,"FULANI, LENORA",OTHER,1256,5.0
1992,KENTUCKY,"CLINTON, BILL",DEMOCRAT,665104,1.0
1992,KENTUCKY,"BUSH, GEORGE H.W.",REPUBLICAN,617178,2.0
1992,KENTUCKY,"PEROT, ROSS",OTHER,203944,3.0
1992,KENTUCKY,"MARROU, ANDRE",LIBERTARIAN,4513,4.0
1992,KENTUCKY,"PHILLIPS, HOWARD",OTHER,989,5.0
1992,KENTUCKY,"HAGELIN, JOHN",OTHER,695,6.0
1992,KENTUCKY,"FULANI, LENORA",OTHER,430,7.0
1992,KENTUCKY,,OTHER,47,8.0
1996,KENTUCKY,"CLINTON, BILL",DEMOCRAT,636614,1.0
1996,KENTUCKY,"DOLE, ROBERT",REPUBLICAN,623283,2.0
1996,KENTUCKY,"PEROT, ROSS",OTHER,120396,3.0
1996,KENTUCKY,"BROWNE, HARRY",LIBERTARIAN,4009,4.0
1996,KENTUCKY,"PHILLIPS, HOWARD",OTHER,2204,5.0
1996,KENTUCKY,"HAGELIN, JOHN",OTHER,1493,6.0
1996,KENTUCKY,,OTHER,709,7.0
2000,KENTUCKY,"BUSH, GEORGE W.",REPUBLICAN,872520,1.0
2000,KENTUCKY,"GORE, AL",DEMOCRAT,638923,2.0
2000,KENTUCKY,"NADER, RALPH",OTHER,23118,3.0
2000,KENTUCKY,"BUCHANAN, PATRICK """"PAT""""",OTHER,4152,4.0
2000,KENTUCKY,"BROWNE, HARRY",LIBERTARIAN,2885,5.0
2000,KENTUCKY,"HAGELIN, JOHN",OTHER,1513,6.0
2000,KENTUCKY,,OTHER,915,7.0
2000,KENTUCKY,,OTHER,80,8.0
2004,KENTUCKY,"BUSH, GEORGE W.",REPUBLICAN,1069439,1.0
2004,KENTUCKY,"KERRY, JOHN",DEMOCRAT,712733,2.0
2004,KENTUCKY,"NADER, RALPH",OTHER,8856,3.0
2004,KENTUCKY,"BADNARIK, MICHAEL",LIBERTARIAN,2619,4.0
2004,KENTUCKY,"PEROUTKA, MICHAEL",OTHER,2213,5.0
2004,KENTUCKY,OTHER,OTHER,22,6.0
2008,KENTUCKY,"MCCAIN, JOHN",REPUBLICAN,1048462,1.0
2008,KENTUCKY,"OBAMA, BARACK H.",DEMOCRAT,751985,2.0
2008,KENTUCKY,"NADER, RALPH",OTHER,15378,3.0
2008,KENTUCKY,"BARR, BOB",LIBERTARIAN,5989,4.0
2008,KENTUCKY,"BALDWIN, CHARLES """"CHUCK""""",OTHER,4694,5.0
2008,KENTUCKY,,OTHER,112,6.0
2012,KENTUCKY,"ROMNEY, MITT",REPUBLICAN,1087190,1.0
2012,KENTUCKY,"OBAMA, BARACK H.",DEMOCRAT,679370,2.0
2012,KENTUCKY,"JOHNSON, GARY",LIBERTARIAN,17063,3.0
2012,KENTUCKY,"TERRY, RANDALL",OTHER,6872,4.0
2012,KENTUCKY,"STEIN, JILL",OTHER,6337,5.0
2012,KENTUCKY,,OTHER,380,6.0
2016,KENTUCKY,"TRUMP, DONALD J.",REPUBLICAN,1202971,1.0
2016,KENTUCKY,"CLINTON, HILLARY",DEMOCRAT,628854,2.0
2016,KENTUCKY,"JOHNSON, GARY",LIBERTARIAN,53752,3.0
2016,KENTUCKY,"MCMULLIN, EVAN",OTHER,22780,4.0
2016,KENTUCKY,"STEIN, JILL",OTHER,13913,5.0
2016,KENTUCKY,"DE LA FUENTE, ROQUE """"ROCKY""""",OTHER,1128,6.0
2016,KENTUCKY,,OTHER,751,7.0
2020,KENTUCKY,"TRUMP, DONALD J.",REPUBLICAN,1326646,1.0
2020,KENTUCKY,"BIDEN, JOSEPH R. JR",DEMOCRAT,772474,2.0
2020,KENTUCKY,"JORGENSEN, JO",LIBERTARIAN,26234,3.0
2020,KENTUCKY,"WEST, KANYE",OTHER,6483,4.0
2020,KENTUCKY,"PIERCE, BROCK",OTHER,3599,5.0
2020,KENTUCKY,"HAWKINS, HOWIE",OTHER,716,6.0
2020,KENTUCKY,"CARROLL, BRIAN",OTHER,408,7.0
2020,KENTUCKY,"LA RIVA, GLORIA ESTELLA",OTHER,98,8.0
2020,KENTUCKY,"CHARLES, MARK",OTHER,43,9.0
2020,KENTUCKY,"SIMMONS, JADE",OTHER,29,10.0
2020,KENTUCKY,"HOEFLING, TOM",OTHER,20,11.0
2020,KENTUCKY,"HOWARD, SHAWN W.",OTHER,9,12.0
2020,KENTUCKY,"BODDIE, R. PRESIDENT",OTHER,7,13.0
2020,KENTUCKY,"WELLS, KASEY",OTHER,1,14.5
2020,KENTUCKY,"STEVENS, TIMOTHY ALLEN",OTHER,1,14.5
1976,LOUISIANA,"CARTER, JIMMY",DEMOCRAT,661365,1.0
1976,LOUISIANA,"FORD, GERALD",REPUBLICAN,587446,2.0
1976,LOUISIANA,"MADDOX, LESTER",OTHER,10058,3.0
1976,LOUISIANA,"HALL, GUS",OTHER,7417,4.0
1976,LOUISIANA,"MCCARTHY, EUGENE """"GENE""""",OTHER,6490,5.0
1976,LOUISIANA,"MACBRIDE, ROGER",LIBERTARIAN,3134,6.0
1976,LOUISIANA,"CAMEJO, PETER",OTHER,1473,7.0
1980,LOUISIANA,"REAGAN, RONALD",REPUBLICAN,792853,1.0
1980,LOUISIANA,"CARTER, JIMMY",DEMOCRAT,708453,2.0
1980,LOUISIANA,"ANDERSON, JOHN B.",OTHER,26345,3.0
1980,LOUISIANA,"RARICK, JOHN",OTHER,10333,4.0
1980,LOUISIANA,"CLARK, EDWARD """"ED""""",LIBERTARIAN,8240,5.0
1980,LOUISIANA,"COMMONER, BARRY",OTHER,1584,6.0
1980,LOUISIANA,"DEBERRY, CLIFTON",OTHER,783,7.0
1984,LOUISIANA,"REAGAN, RONALD",REPUBLICAN,1037299,1.0
1984,LOUISIANA,"MONDALE, WALTER",DEMOCRAT,651586,2.0
1984,LOUISIANA,"JOHNSON, SONIA",OTHER,9502,3.0
1984,LOUISIANA,"LAROUCHE, LYNDON, JR.",OTHER,3552,4.0
1984,LOUISIANA,"BERGLAND, DAVID",LIBERTARIAN,1876,5.0
1984,LOUISIANA,"RICHARDS, BOB",OTHER,1310,6.0
1984,LOUISIANA,"MASON, MELVIN",OTHER,1164,7.0
1984,LOUISIANA,"SERRETTE, DENNIS",OTHER,533,8.0
1988,LOUISIANA,"BUSH, GEORGE H.W.",REPUBLICAN,883702,1.0
1988,LOUISIANA,"DUKAKIS, MICHAEL",DEMOCRAT,717460,2.0
1988,LOUISIANA,"DUKE, DAVID",OTHER,18612,3.0
1988,LOUISIANA,"PAUL, RONALD """"RON""""",LIBERTARIAN,4115,4.0
1988,LOUISIANA,"FULANI, LENORA",OTHER,2355,5.0
1988,LOUISIANA,"LAROUCHE, LYNDON, JR.",OTHER,1958,6.0
1992,LOUISIANA,"CLINTON, BILL",DEMOCRAT,815971,1.0
1992,LOUISIANA,"BUSH, GEORGE H.W.",REPUBLICAN,733386,2.0
1992,LOUISIANA,"PEROT, ROSS",OTHER,211478,3.0
1992,LOUISIANA,"GRITZ, JAMES """"BO""""",OTHER,18545,4.0
1992,LOUISIANA,"MARROU, ANDRE",LIBERTARIAN,3155,5.0
1992,LOUISIANA,OTHER,OTHER,1663,6.0
1992,LOUISIANA,"PHILLIPS, HOWARD",OTHER,1552,7.0
1992,LOUISIANA,"FULANI, LENORA",OTHER,1434,8.0
1992,LOUISIANA,"LAROUCHE, LYNDON, JR.",OTHER,1136,9.0
1992,LOUISIANA,"HAGELIN, JOHN",OTHER,889,10.0
1992,LOUISIANA,"YIAMOUYIANNIS, JOHN",OTHER,808,11.0
1996,LOUISIANA,"CLINTON, BILL",DEMOCRAT,927837,1.0
1996,LOUISIANA,"DOLE, ROBERT",REPUBLICAN,712586,2.0
1996,LOUISIANA,"PEROT, ROSS",OTHER,123293,3.0
1996,LOUISIANA,"BROWNE, HARRY",LIBERTARIAN,7499,4.0
1996,LOUISIANA,"NADER, RALPH",OTHER,4719,5.0
1996,LOUISIANA,"PHILLIPS, HOWARD",OTHER,3366,6.0
1996,LOUISIANA,"HAGELIN, JOHN",OTHER,2981,7.0
1996,LOUISIANA,"MOOREHEAD, MONICA",OTHER,1678,8.0
2000,LOUISIANA,"BUSH, GEORGE W.",REPUBLICAN,927871,1.0
2000,LOUISIANA,"GORE, AL",DEMOCRAT,792344,2.0
2000,LOUISIANA,"NADER, RALPH",OTHER,20473,3.0
2000,LOUISIANA,"BUCHANAN, PATRICK """"PAT""""",OTHER,14356,4.0
2000,LOUISIANA,"PHILLIPS, HOWARD",OTHER,5483,5.0
2000,LOUISIANA,"BROWNE, HARRY",LIBERTARIAN,2951,6.0
2000,LOUISIANA,"HARRIS, JAMES",OTHER,1103,7.0
2000,LOUISIANA,"HAGELIN, JOHN",OTHER,1075,8.0
2004,LOUISIANA,"BUSH, GEORGE W.",REPUBLICAN,1102169,1.0
2004,LOUISIANA,"KERRY, JOHN",DEMOCRAT,820299,2.0
2004,LOUISIANA,"NADER, RALPH",OTHER,7032,3.0
2004,LOUISIANA,"PEROUTKA, MICHAEL",OTHER,5203,4.0
2004,LOUISIANA,"BADNARIK, MICHAEL",LIBERTARIAN,2781,5.0
2004,LOUISIANA,"BROWN, WALT",OTHER,1795,6.0
2004,LOUISIANA,"AMONDSON, GENE",OTHER,1566,7.0
2004,LOUISIANA,"COBB, DAVID",OTHER,1276,8.0
2004,LOUISIANA,"CALERO, ROGER",OTHER,985,9.0
2008,LOUISIANA,"MCCAIN, JOHN",REPUBLICAN,1148275,1.0
2008,LOUISIANA,"OBAMA, BARACK H.",DEMOCRAT,782989,2.0
2008,LOUISIANA,"PAUL, RONALD """"RON""""",OTHER,9368,3.0
2008,LOUISIANA,"MCKINNEY, CYNTHIA",OTHER,9187,4.0
2008,LOUISIANA,"NADER, RALPH",OTHER,6997,5.0
2008,LOUISIANA,"BALDWIN, CHARLES """"CHUCK""""",OTHER,2581,6.0
2008,LOUISIANA,"HARRIS, JAMES",OTHER,735,7.0
2008,LOUISIANA,"LA RIVA, GLORIA ESTELLA",OTHER,354,8.0
2008,LOUISIANA,"AMONDSON, GENE",OTHER,275,9.0
2012,LOUISIANA,"ROMNEY, MITT",REPUBLICAN,1152262,1.0
2012,LOUISIANA,"OBAMA, BARACK H.",DEMOCRAT,809141,2.0
2012,LOUISIANA,"JOHNSON, GARY",LIBERTARIAN,18157,3.0
2012,LOUISIANA,"STEIN, JILL",OTHER,6978,4.0
2012,LOUISIANA,"GOODE, VIRGIL HAMLIN, JR.",OTHER,2508,5.0
2012,LOUISIANA,"TITTLE, SHEILA """"SAMM""""",OTHER,1767,6.0
2012,LOUISIANA,"ANDERSON, ROSS CARL """"ROCKY""""",OTHER,1368,7.0
2012,LOUISIANA,"LINDSAY, PETA",OTHER,622,8.0
2012,LOUISIANA,"FELLURE, LOWELL JACKSON """"JACK""""",OTHER,518,9.0
2012,LOUISIANA,"HARRIS, JAMES",OTHER,389,10.0
2012,LOUISIANA,"WHITE, JEROME """"JERRY""""",OTHER,355,11.0
2016,LOUISIANA,"TRUMP, DONALD J.",REPUBLICAN,1178638,1.0
2016,LOUISIANA,"CLINTON, HILLARY",DEMOCRAT,780154,2.0
2016,LOUISIANA,"JOHNSON, GARY",LIBERTARIAN,37978,3.0
2016,LOUISIANA,OTHER,OTHER,18231,4.0
2016,LOUISIANA,"STEIN, JILL",OTHER,14031,5.0
2020,LOUISIANA,"TRUMP, DONALD J.",REPUBLICAN,1255776,1.0
2020,LOUISIANA,"BIDEN, JOSEPH R. JR",DEMOCRAT,856034,2.0
2020,LOUISIANA,"JORGENSEN, JO",LIBERTARIAN,21645,3.0
2020,LOUISIANA,"WEST, KANYE",OTHER,4897,4.0
2020,LOUISIANA,"CARROLL, BRIAN",OTHER,2497,5.0
2020,LOUISIANA,JADE SIMMONS,OTHER,1626,6.0
2020,LOUISIANA,"BODDIE, R. PRESIDENT",OTHER,1125,7.0
2020,LOUISIANA,"LA RIVA, GLORIA ESTELLA",OTHER,987,8.0
2020,LOUISIANA,"BLANKENSHIP, DON",OTHER,860,9.0
2020,LOUISIANA,"PIERCE, BROCK",OTHER,749,10.0
2020,LOUISIANA,"HOEFLING, TOM",OTHER,668,11.0
2020,LOUISIANA,"HAMMONS, BILL",OTHER,662,12.0
2020,LOUISIANA,"KENNEDY, ALYSON",OTHER,536,13.0
1976,MAINE,"FORD, GERALD",REPUBLICAN,236320,1.0
1976,MAINE,"CARTER, JIMMY",DEMOCRAT,232279,2.0
1976,MAINE,"MCCARTHY, EUGENE """"GENE""""",OTHER,10874,3.0
1976,MAINE,"BUBAR, BENJAMIN """"BEN""""",OTHER,3495,4.0
1980,MAINE,"REAGAN, RONALD",REPUBLICAN,238522,1.0
1980,MAINE,"CARTER, JIMMY",DEMOCRAT,220974,2.0
1980,MAINE,"ANDERSON, JOHN B.",OTHER,53327,3.0
1980,MAINE,"CLARK, EDWARD """"ED""""",LIBERTARIAN,5119,4.0
1980,MAINE,"COMMONER, BARRY",OTHER,4394,5.0
1980,MAINE,"HALL, GUS",OTHER,591,6.0
1980,MAINE,,OTHER,84,7.0
1984,MAINE,"REAGAN, RONALD",REPUBLICAN,336500,1.0
1984,MAINE,"MONDALE, WALTER",DEMOCRAT,214515,2.0
1984,MAINE,"HALL, GUS",OTHER,1292,3.0
1984,MAINE,"SERRETTE, DENNIS",OTHER,755,4.0
1984,MAINE,OTHER,OTHER,82,5.0
1988,MAINE,"BUSH, GEORGE H.W.",REPUBLICAN,307131,1.0
1988,MAINE,"DUKAKIS, MICHAEL",DEMOCRAT,243569,2.0
1988,MAINE,"PAUL, RONALD """"RON""""",LIBERTARIAN,2700,3.0
1988,MAINE,"FULANI, LENORA",OTHER,1405,4.0
1988,MAINE,,OTHER,230,5.0
1992,MAINE,"CLINTON, BILL",DEMOCRAT,263420,1.0
1992,MAINE,"PEROT, ROSS",OTHER,206820,2.0
1992,MAINE,"BUSH, GEORGE H.W.",REPUBLICAN,206504,3.0
1992,MAINE,"MARROU, ANDRE",LIBERTARIAN,1681,4.0
1992,MAINE,"FULANI, LENORA",OTHER,519,5.0
1992,MAINE,"PHILLIPS, HOWARD",OTHER,464,6.0
1992,MAINE,OTHER,OTHER,91,7.0
1996,MAINE,"CLINTON, BILL",DEMOCRAT,312788,1.0
1996,MAINE,"DOLE, ROBERT",REPUBLICAN,186378,2.0
1996,MAINE,"PEROT, ROSS",OTHER,85970,3.0
1996,MAINE,"NADER, RALPH",OTHER,15279,4.0
1996,MAINE,"BROWNE, HARRY",LIBERTARIAN,2996,5.0
1996,MAINE,"PHILLIPS, HOWARD",OTHER,1517,6.0
1996,MAINE,"HAGELIN, JOHN",OTHER,825,7.0
1996,MAINE,OTHER,OTHER,144,8.0
2000,MAINE,"GORE, AL",DEMOCRAT,319951,1.0
2000,MAINE,"BUSH, GEORGE W.",REPUBLICAN,286616,2.0
2000,MAINE,"NADER, RALPH",OTHER,37127,3.0
2000,MAINE,"BUCHANAN, PATRICK """"PAT""""",OTHER,4443,4.0
2000,MAINE,"BROWNE, HARRY",LIBERTARIAN,3074,5.0
2000,MAINE,"PHILLIPS, HOWARD",OTHER,579,6.0
2000,MAINE,OTHER,OTHER,27,7.0
2004,MAINE,"KERRY, JOHN",DEMOCRAT,396842,1.0
2004,MAINE,"BUSH, GEORGE W.",REPUBLICAN,330201,2.0
2004,MAINE,"THE BETTER LIFE,",OTHER,8069,3.0
2004,MAINE,"COBB, DAVID",OTHER,2936,4.0
2004,MAINE,"BADNARIK, MICHAEL",LIBERTARIAN,1965,5.0
2004,MAINE,"PEROUTKA, MICHAEL",OTHER,735,6.0
2004,MAINE,BLANK VOTE/SCATTERING,OTHER,4,7.0
2008,MAINE,"OBAMA, BARACK H.",DEMOCRAT,421923,1.0
2008,MAINE,"MCCAIN, JOHN",REPUBLICAN,295273,2.0
2008,MAINE,"NADER, RALPH",OTHER,10636,3.0
2008,MAINE,"MCKINNEY, CYNTHIA",OTHER,2900,4.0
2008,MAINE,OTHER,OTHER,431,5.0
2012,MAINE,"OBAMA, BARACK H.",DEMOCRAT,401306,1.0
2012,MAINE,"ROMNEY, MITT",REPUBLICAN,292276,2.0
2012,MAINE,BLANK VOTE,OTHER,11578,3.0
2012,MAINE,"JOHNSON, GARY",LIBERTARIAN,9352,4.0
2012,MAINE,"STEIN, JILL",OTHER,8119,5.0
2012,MAINE,,OTHER,2127,6.0
2016,MAINE,"CLINTON, HILLARY",DEMOCRAT,357735,1.0
2016,MAINE,"TRUMP, DONALD J.",REPUBLICAN,335593,2.0
2016,MAINE,"JOHNSON, GARY",LIBERTARIAN,38105,3.0
2016,MAINE,BLANK VOTE,OTHER,23965,4.0
2016,MAINE,"STEIN, JILL",OTHER,14251,5.0
2016,MAINE,,OTHER,2243,6.0
2020,MAINE,"BIDEN, JOSEPH R. JR",DEMOCRAT,435072,1.0
2020,MAINE,"TRUMP, DONALD J.",REPUBLICAN,360737,2.0
2020,MAINE,"JORGENSEN, JO",LIBERTARIAN,14152,3.0
2020,MAINE,BLANK VOTES,OTHER,8844,4.0
2020,MAINE,"HAWKINS, HOWIE",OTHER,8230,5.0
2020,MAINE,"DE LA FUENTE, ROQUE """"ROCKY""""",OTHER,1183,6.0
2020,MAINE,,OTHER,87,7.0
1976,MARYLAND,"CARTER, JIMMY",DEMOCRAT,759612,1.0
1976,MARYLAND,"FORD, GERALD",REPUBLICAN,672661,2.0
1980,MARYLAND,"CARTER, JIMMY",DEMOCRAT,726161,1.0
1980,MARYLAND,"REAGAN, RONALD",REPUBLICAN,680606,2.0
1980,MARYLAND,"ANDERSON, JOHN B.",OTHER,119537,3.0
1980,MARYLAND,"CLARK, EDWARD """"ED""""",LIBERTARIAN,14192,4.0
1984,MARYLAND,"REAGAN, RONALD",REPUBLICAN,879918,1.0
1984,MARYLAND,"MONDALE, WALTER",DEMOCRAT,787935,2.0
1984,MARYLAND,"BERGLAND, DAVID",LIBERTARIAN,5721,3.0
1984,MARYLAND,"HALL, GUS",OTHER,898,4.0
1984,MARYLAND,"HOLMES, LARRY",OTHER,745,5.0
1984,MARYLAND,"SERRETTE, DENNIS",OTHER,656,6.0
1988,MARYLAND,"BUSH, GEORGE H.W.",REPUBLICAN,876167,1.0
1988,MARYLAND,"DUKAKIS, MICHAEL",DEMOCRAT,826304,2.0
1988,MARYLAND,"PAUL, RONALD """"RON""""",LIBERTARIAN,6748,3.0
